TIME SINCE START (ms),DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE Yaw (rad/s),GYROSCOPE Pitch (rad/s),GYROSCOPE Roll (rad/s),GPS LATITUDE (degrees),GPS LONGITUDE (degrees),GPS SPEED (Kmh),GPS ORIENTATION (°),GPS ACCURACY (m)
40922,2019-09-08 10:08:27:546,0,0.025,9.80665,0.0,0,-0.01,12.001793252263717,77.00036206573454,20.736,21.772396214971284,2
41022,2019-09-08 10:08:27:646,0,0.025,9.80665,0.0,0,-0.01,12.001798062578244,77.00036403566294,20.7432,21.829691994484364,2
41122,2019-09-08 10:08:27:746,0,0.025,9.80665,0.0,0,-0.01,12.001802872632487,77.00036601119363,20.750400000000003,21.88698777399745,2
41222,2019-09-08 10:08:27:846,0,0.025,9.80665,0.0,0,-0.01,12.00180768242029,77.00036799232801,20.7576,21.944283553510534,2
41322,2019-09-08 10:08:27:946,0,0.025,9.80665,0.0,0,-0.01,12.001812491935501,77.00036997906753,20.7648,22.001579333023617,2
41422,2019-09-08 10:08:28:046,0,0.025,9.80665,0.0,0,-0.01,12.001817301171965,77.00037197141361,20.772,22.058875112536693,2
41522,2019-09-08 10:08:28:146,0,0.025,9.80665,0.0,0,-0.01,12.001822110123516,77.00037396936766,20.779200000000003,22.116170892049777,2
41622,2019-09-08 10:08:28:246,0,0.025,9.80665,0.0,0,-0.01,12.001826918783998,77.00037597293108,20.7864,22.17346667156286,2
41722,2019-09-08 10:08:28:346,0,0.025,9.80665,0.0,0,-0.01,12.001831727147238,77.00037798210529,20.7936,22.230762451075947,2
41822,2019-09-08 10:08:28:446,0,0.025,9.80665,0.0,0,-0.01,12.00183653520707,77.0003799968917,20.800800000000002,22.288058230589026,2
41922,2019-09-08 10:08:28:546,0,0.025,9.80665,0.0,0,-0.01,12.001841342957324,77.00038201729164,20.808,22.345354010102106,2
42022,2019-09-08 10:08:28:646,0,0.025,9.80665,0.0,0,-0.01,12.001846150391819,77.00038404330655,20.8152,22.40264978961519,2
42122,2019-09-08 10:08:28:746,0,0.025,9.80665,0.0,0,-0.01,12.00185095750438,77.00038607493778,20.8224,22.459945569128273,2
42222,2019-09-08 10:08:28:846,0,0.025,9.80665,0.0,0,-0.01,12.001855764288825,77.0003881121867,20.829600000000003,22.517241348641356,2
42322,2019-09-08 10:08:28:946,0,0.025,9.80665,0.0,0,-0.01,12.00186057073897,77.00039015505467,20.8368,22.57453712815444,2
42422,2019-09-08 10:08:29:046,0,0.025,9.80665,0.0,0,-0.01,12.001865376848627,77.00039220354304,20.844,22.63183290766752,2
42522,2019-09-08 10:08:29:146,0,0.025,9.80665,0.0,0,-0.01,12.001870182611606,77.00039425765316,20.8512,22.689128687180602,2
42622,2019-09-08 10:08:29:246,0,0.025,9.80665,0.0,0,-0.01,12.001874988021713,77.00039631738636,20.858400000000003,22.746424466693682,2
42722,2019-09-08 10:08:29:346,0,0.025,9.80665,0.0,0,-0.01,12.001879793072753,77.00039838274398,20.8656,22.80372024620677,2
42822,2019-09-08 10:08:29:446,0,0.025,9.80665,0.0,0,-0.01,12.001884597758526,77.00040045372735,20.8728,22.861016025719852,2
42922,2019-09-08 10:08:29:546,0,0.025,9.80665,0.0,0,-0.01,12.001889402072829,77.00040253033778,20.88,22.918311805232932,2
